host_genome_id	kaptive_sample_id	K_locus	K_type	K_confidence	O_locus	O_type	O_confidence	kaptive_source	notes	evidence_source
phagehostlearn_2024_host_HLF1_54	HLF1_54	KL127	unknown (KL127)	Typeable	OL13	O13	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=?6; O_problems=?5!	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_HLF1_68	HLF1_68	KL57	K57	Typeable	OL2α.2	O1αβ,2β	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=?3!; O_problems=?2	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_003	KP_HGE01_003	KL64	K64	Typeable	OL2α.1	O1αβ,2α	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_004	KP_HGE01_004	KL140	unknown (KL140)	Typeable	OL2α.2	O2β	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=?2!; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_005	KP_HGE01_005	KL122	unknown (KL122)	Typeable	OL2α.2	O2β	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=?2; O_problems=?2	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_014	KP_HGE01_014	KL27	K27	Typeable	OL4	O4	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_017	KP_HGE01_017	KL31	K31	Typeable	OL3γ	O3γ	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=?9; O_problems=?8	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_024	KP_HGE01_024	KL7	K7	Typeable	OL2α.2	O2β	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=?2; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_025	KP_HGE01_025	KL16	K16	Typeable	OL2α.1	O1αβ,2α	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_029	KP_HGE01_029	KL140	unknown (KL140)	Typeable	OL2α.2	O2β	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_039	KP_HGE01_039	KL38	K38	Typeable	OL3γ	O3γ	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=!; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_040	KP_HGE01_040	KL105	unknown (KL105)	Typeable	OL3γ	O3γ	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_042	KP_HGE01_042	KL64	K64	Typeable	OL2α.1	O2α	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_044	KP_HGE01_044	KL105	unknown (KL105)	Typeable	OL3γ	O3γ	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGE01_045	KP_HGE01_045	KL17	K17	Typeable	OL2α.1	O1αβ,2α	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGUA02_051	KP_HGUA02_051	KL38	K38	Typeable	OL3γ	O3γ	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGUA02_054	KP_HGUA02_054	KL31	K31	Typeable	OL3γ	O3γ	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGUA02_055	KP_HGUA02_055	KL62	K62	Typeable	OL2α.1	O2α	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGUA02_059	KP_HGUA02_059	KL126	unknown (KL126)	Typeable	OL13	O13	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=?2; O_problems=!	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGUA02_064	KP_HGUA02_064	KL46	K46	Typeable	OL3γ	O3γ	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGUA02_066	KP_HGUA02_066	KL62	K62	Typeable	OL2α.1	O2α	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=NA; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
phagehostlearn_2024_host_KP_HGUA02_068	KP_HGUA02_068	KL35	K35	Typeable	OL5	O5	Typeable	Kaptive 3.2.1; K database=Klebsiella_k_locus_primary_reference; O database=Klebsiella_o_locus_primary_reference; host_archive_sha256=2859cfd259216608c41cfd0fda2a4a0659e17e61adf2fe856454a622e4200358; kaptive_k_sha256=21017022baf403d77c09d872b87d48221ad89c5474dd5b5ad0349b6e2234a1d0; kaptive_o_sha256=c91a41c0d4d326e972f3b3cfbe7e902e48efbc620325fb32ec80b550d19f6f89	review_status=reviewed; source_study=phagehostlearn_2024; evidence_scope=host_KO_typing; K_command=kaptive assembly Klebsiella_k_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_k.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_k.jsonl -t 8; O_command=kaptive assembly Klebsiella_o_locus_primary_reference /tmp/cpg_host_typing_all/hosts/*.fasta -o /tmp/cpg_host_typing_all/kaptive/kaptive_o.tsv -j /tmp/cpg_host_typing_all/kaptive/kaptive_o.jsonl -t 8; K_problems=?2; O_problems=NA	tool=Kaptive; tool_version=3.2.1; source=PhageHostLearn_2024_host_archive
