annotation_gene_id	domain_id	domain_name	start_aa	end_aa	evalue	evidence_source	notes
phagehostlearn_2024_phage_K45PH128C2|prodigal_00117	phrog_817	tail fiber protein	80	216	1.501E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=49; qcov=0.472; tcov=0.800; pident=15.900
phagehostlearn_2024_phage_K45PH128C2|prodigal_00132	phrog_35194	tail fiber protein	287	331	4.037E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=48; qcov=0.136; tcov=0.915; pident=62.200
phagehostlearn_2024_phage_K45PH128C2|prodigal_00142	phrog_1491	tail fiber protein	1	213	2.284E-74	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=246; qcov=0.991; tcov=0.991; pident=24.400
phagehostlearn_2024_phage_K46PH129|prodigal_00001	phrog_1171	tail spike protein	630	827	2.258E-28	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=123; qcov=0.239; tcov=0.216; pident=26.700
phagehostlearn_2024_phage_K46PH129|prodigal_00001	phrog_14895	tail spike protein	634	827	3.218E-19	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=93; qcov=0.234; tcov=0.247; pident=35.500
phagehostlearn_2024_phage_K46PH129|prodigal_00001	phrog_15695	tail fiber protein	578	783	4.094E-35	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=145; qcov=0.248; tcov=0.153; pident=28.200
phagehostlearn_2024_phage_K46PH129|prodigal_00002	phrog_31	central tail fiber J	8	862	1.894E-166	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=559; qcov=0.681; tcov=0.575; pident=13.200
phagehostlearn_2024_phage_K46PH129|prodigal_00075	phrog_1591	tail fiber protein	2	98	3.103E-25	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=98; qcov=0.990; tcov=0.218; pident=37.100
phagehostlearn_2024_phage_K46PH129|prodigal_00075	phrog_24092	tail fiber protein	1	98	1.130E-27	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=105; qcov=1.000; tcov=0.106; pident=49.400
phagehostlearn_2024_phage_K46PH129|prodigal_00075	phrog_24159	tail fiber protein	1	98	5.297E-59	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=195; qcov=1.000; tcov=0.101; pident=100.000
phagehostlearn_2024_phage_K46PH129|prodigal_00075	phrog_5481	tail fiber protein	1	98	5.381E-43	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=149; qcov=1.000; tcov=0.161; pident=67.300
phagehostlearn_2024_phage_K48PH164C1|prodigal_00011	phrog_4201	tail fiber protein	103	269	3.684E-13	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=72; qcov=0.321; tcov=0.248; pident=26.200
phagehostlearn_2024_phage_K48PH164C1|prodigal_00012	phrog_16586	tail fiber protein	1	163	1.572E-31	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=133; qcov=0.214; tcov=0.160; pident=58.800
phagehostlearn_2024_phage_K48PH164C1|prodigal_00012	phrog_24786	tail fiber protein	1	289	2.108E-138	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=458; qcov=0.379; tcov=0.320; pident=78.800
phagehostlearn_2024_phage_K48PH164C1|prodigal_00012	phrog_6256	tail fiber protein	1	150	8.927E-37	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=150; qcov=0.197; tcov=0.261; pident=49.300
phagehostlearn_2024_phage_K49PH164C2|prodigal_00056	phrog_10316	tail fiber protein	255	405	1.129E-09	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=60; qcov=0.373; tcov=0.114; pident=31.800
phagehostlearn_2024_phage_K49PH164C2|prodigal_00056	phrog_1980	tail fiber protein	1	405	2.868E-22	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=100; qcov=1.000; tcov=0.873; pident=11.800
phagehostlearn_2024_phage_K49PH164C2|prodigal_00056	phrog_5668	tail fiber protein	305	405	3.977E-08	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=55; qcov=0.249; tcov=0.716; pident=26.100
phagehostlearn_2024_phage_K49PH164C2|prodigal_00057	phrog_31	central tail fiber J	7	855	4.555E-124	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=443; qcov=0.254; tcov=0.565; pident=12.800
phagehostlearn_2024_phage_K50PH164C1|prodigal_00026	phrog_31	central tail fiber J	1	825	1.007E-162	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=554; qcov=0.561; tcov=0.560; pident=13.400
phagehostlearn_2024_phage_K50PH164C1|prodigal_00032	phrog_10316	tail fiber protein	303	1043	2.542E-194	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=644; qcov=0.564; tcov=0.595; pident=42.500
phagehostlearn_2024_phage_K50PH164C1|prodigal_00032	phrog_24092	tail fiber protein	1	167	1.371E-35	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=148; qcov=0.127; tcov=0.174; pident=42.300
phagehostlearn_2024_phage_K50PH164C1|prodigal_00032	phrog_24159	tail fiber protein	1	403	1.529E-75	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=279; qcov=0.307; tcov=0.400; pident=47.500
phagehostlearn_2024_phage_K50PH164C1|prodigal_00032	phrog_24369	tail fiber protein	127	1039	0.000E+00	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=1367; qcov=0.695; tcov=0.645; pident=67.900
phagehostlearn_2024_phage_K50PH164C1|prodigal_00032	phrog_5481	tail fiber protein	1	241	3.619E-50	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=196; qcov=0.183; tcov=0.385; pident=38.800
phagehostlearn_2024_phage_K51PH129C1|prodigal_00048	phrog_34575	tail spike protein	14	102	4.908E-11	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=66; qcov=0.113; tcov=0.138; pident=41.400
phagehostlearn_2024_phage_K51PH129C1|prodigal_00056	phrog_11393	tail fiber protein	2	296	1.331E-78	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=265; qcov=0.850; tcov=0.461; pident=27.100
phagehostlearn_2024_phage_K51PH129C1|prodigal_00056	phrog_2710	tail fiber protein	1	345	6.931E-107	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=347; qcov=0.994; tcov=0.993; pident=66.300
phagehostlearn_2024_phage_K52PH129C1|prodigal_00057	phrog_1591	tail fiber protein	2	114	1.259E-20	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=98; qcov=0.116; tcov=0.245; pident=35.300
phagehostlearn_2024_phage_K52PH129C1|prodigal_00057	phrog_24159	tail fiber protein	1	973	0.000E+00	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=1737; qcov=1.000; tcov=1.000; pident=91.400
phagehostlearn_2024_phage_K52PH129C1|prodigal_00057	phrog_24369	tail fiber protein	467	973	2.786E-285	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=896; qcov=0.521; tcov=0.362; pident=75.900
phagehostlearn_2024_phage_K52PH129C1|prodigal_00057	phrog_5481	tail fiber protein	1	196	5.151E-58	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=220; qcov=0.201; tcov=0.321; pident=47.900
phagehostlearn_2024_phage_K52PH129C1|prodigal_00060	phrog_31	central tail fiber J	8	1100	1.155E-167	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=559; qcov=0.952; tcov=0.743; pident=12.200
phagehostlearn_2024_phage_K53PH164C2|prodigal_00068	phrog_1591	tail fiber protein	2	113	5.015E-21	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=99; qcov=0.131; tcov=0.252; pident=32.100
phagehostlearn_2024_phage_K53PH164C2|prodigal_00068	phrog_24092	tail fiber protein	1	191	3.059E-33	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=139; qcov=0.224; tcov=0.192; pident=41.100
phagehostlearn_2024_phage_K53PH164C2|prodigal_00068	phrog_24159	tail fiber protein	1	162	6.871E-63	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=234; qcov=0.190; tcov=0.170; pident=78.100
phagehostlearn_2024_phage_K53PH164C2|prodigal_00068	phrog_5481	tail fiber protein	1	130	4.034E-47	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=184; qcov=0.153; tcov=0.213; pident=63.800
phagehostlearn_2024_phage_K53PH164C2|prodigal_00070	phrog_31	central tail fiber J	8	833	2.296E-164	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=552; qcov=0.670; tcov=0.557; pident=12.800
phagehostlearn_2024_phage_K54lambda1|prodigal_00083	phrog_15437	tail fiber protein	451	585	3.202E-23	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=105; qcov=0.230; tcov=0.207; pident=40.600
phagehostlearn_2024_phage_K54lambda1|prodigal_00083	phrog_4549	tail fiber protein	1	585	4.510E-152	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=490; qcov=0.998; tcov=0.989; pident=29.800
phagehostlearn_2024_phage_K54lambda1|prodigal_00087	phrog_11571	tail fiber protein	7	68	2.392E-07	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=49; qcov=0.390; tcov=0.269; pident=41.900
phagehostlearn_2024_phage_K54lambda1|prodigal_00087	phrog_21546	tail fiber protein	7	71	2.392E-07	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=49; qcov=0.409; tcov=0.759; pident=36.900
phagehostlearn_2024_phage_K54lambda1|prodigal_00088	phrog_12846	tail fiber protein Ig-domain containing	1	82	1.811E-16	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=81; qcov=0.236; tcov=0.151; pident=45.100
phagehostlearn_2024_phage_K54lambda1|prodigal_00088	phrog_13229	tail fiber protein	99	346	1.239E-07	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=53; qcov=0.713; tcov=0.345; pident=24.600
phagehostlearn_2024_phage_K54lambda1|prodigal_00088	phrog_4465	tail fiber protein	1	348	5.395E-156	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=489; qcov=1.000; tcov=0.997; pident=46.100
phagehostlearn_2024_phage_K54lambda1|prodigal_00091	phrog_19921	tail spike protein	86	271	4.717E-32	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=126; qcov=0.676; tcov=0.256; pident=35.300
phagehostlearn_2024_phage_K54lambda1|prodigal_00091	phrog_7121	tail fiber protein	121	229	1.291E-16	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=80; qcov=0.396; tcov=0.583; pident=30.600
phagehostlearn_2024_phage_K54lambda1|prodigal_00093	phrog_38670	tail fiber protein	163	306	1.564E-27	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=121; qcov=0.132; tcov=0.128; pident=40.200
phagehostlearn_2024_phage_K54lambda1|prodigal_00095	phrog_4818	tail fiber protein	49	141	5.439E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=49; qcov=0.147; tcov=0.104; pident=32.200
phagehostlearn_2024_phage_K54lambda1|prodigal_00095	phrog_9823	tail fiber protein	52	628	4.076E-79	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=278; qcov=0.913; tcov=0.796; pident=12.100
phagehostlearn_2024_phage_K54lambda1|prodigal_00100	phrog_817	tail fiber protein	80	216	1.501E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=49; qcov=0.472; tcov=0.800; pident=16.400
phagehostlearn_2024_phage_K54lambda1|prodigal_00115	phrog_35194	tail fiber protein	287	331	4.037E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=48; qcov=0.136; tcov=0.915; pident=62.200
phagehostlearn_2024_phage_K54lambda1|prodigal_00128	phrog_1491	tail fiber protein	1	213	5.073E-74	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=245; qcov=0.991; tcov=0.991; pident=23.900
phagehostlearn_2024_phage_K54lambda1|prodigal_00150	phrog_562	RNA ligase and tail fiber protein attachment catalyst	4	313	4.533E-48	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=175; qcov=0.954; tcov=0.841; pident=16.400
phagehostlearn_2024_phage_K54lambda2|prodigal_00054	phrog_1591	tail fiber protein	2	113	3.757E-21	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=99; qcov=0.154; tcov=0.252; pident=32.100
phagehostlearn_2024_phage_K54lambda2|prodigal_00054	phrog_24092	tail fiber protein	1	198	1.302E-35	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=146; qcov=0.272; tcov=0.201; pident=40.700
phagehostlearn_2024_phage_K54lambda2|prodigal_00054	phrog_24159	tail fiber protein	1	163	3.784E-74	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=266; qcov=0.224; tcov=0.168; pident=87.100
phagehostlearn_2024_phage_K54lambda2|prodigal_00054	phrog_5481	tail fiber protein	1	166	4.436E-50	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=192; qcov=0.228; tcov=0.272; pident=54.200
phagehostlearn_2024_phage_K54lambda2|prodigal_00055	phrog_31	central tail fiber J	8	862	1.089E-164	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=553; qcov=0.693; tcov=0.575; pident=12.800
phagehostlearn_2024_phage_K56PH164C1|prodigal_00003	phrog_16586	tail fiber protein	1	335	2.913E-38	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=155; qcov=0.423; tcov=0.315; pident=39.200
phagehostlearn_2024_phage_K56PH164C1|prodigal_00003	phrog_24786	tail fiber protein	1	289	3.042E-133	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=444; qcov=0.365; tcov=0.320; pident=75.700
phagehostlearn_2024_phage_K56PH164C1|prodigal_00003	phrog_6256	tail fiber protein	1	150	1.210E-37	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=153; qcov=0.189; tcov=0.261; pident=51.900
phagehostlearn_2024_phage_K57lambda1|prodigal_00074	phrog_9823	tail fiber protein	1	128	8.369E-15	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=78; qcov=0.192; tcov=0.179; pident=41.500
phagehostlearn_2024_phage_K58PH129C2|prodigal_00001	phrog_16586	tail fiber protein	1	284	4.824E-39	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=147; qcov=0.990; tcov=0.267; pident=44.400
phagehostlearn_2024_phage_K58PH129C2|prodigal_00001	phrog_24786	tail fiber protein	1	285	8.455E-94	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=306; qcov=0.993; tcov=0.321; pident=58.500
phagehostlearn_2024_phage_K58PH129C2|prodigal_00001	phrog_6256	tail fiber protein	1	188	7.952E-44	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=161; qcov=0.655; tcov=0.321; pident=44.200
phagehostlearn_2024_phage_K60PH164C1|prodigal_00053	phrog_22037	tail spike protein	1	97	5.916E-20	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=95; qcov=0.137; tcov=0.161; pident=31.900
phagehostlearn_2024_phage_K60PH164C1|prodigal_00053	phrog_9823	tail fiber protein	1	97	9.227E-15	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=78; qcov=0.137; tcov=0.144; pident=49.500
phagehostlearn_2024_phage_K60PH164C1|prodigal_00055	phrog_9532	tail fiber protein	217	318	5.219E-07	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=53; qcov=0.113; tcov=0.128; pident=35.500
phagehostlearn_2024_phage_K61PH164C1|prodigal_00002	phrog_7450	polysaccharide chain length determinant protein	1	124	1.170E-14	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=moron, auxiliary metabolic gene and host takeover; bits=69; qcov=0.992; tcov=0.992; pident=30.600
phagehostlearn_2024_phage_K61PH164C1|prodigal_00021	phrog_4250	EPS depolymerase	17	105	3.271E-14	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=76; qcov=0.137; tcov=0.102; pident=32.500
phagehostlearn_2024_phage_K61PH164C1|prodigal_00033	phrog_11393	tail fiber protein	3	254	4.031E-22	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=98; qcov=0.768; tcov=0.438; pident=27.400
phagehostlearn_2024_phage_K61PH164C1|prodigal_00033	phrog_2710	tail fiber protein	1	265	1.699E-65	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=226; qcov=0.808; tcov=0.834; pident=23.000
phagehostlearn_2024_phage_K61PH164C1|prodigal_00033	phrog_32829	tail fiber protein	10	109	4.612E-07	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=51; qcov=0.305; tcov=0.120; pident=31.000
phagehostlearn_2024_phage_K62PH164C2|prodigal_00071	phrog_31	central tail fiber J	4	848	1.538E-152	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=534; qcov=0.383; tcov=0.568; pident=11.700
phagehostlearn_2024_phage_K62PH164C2|prodigal_00075	phrog_24092	tail fiber protein	1	299	1.372E-21	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=100; qcov=0.472; tcov=0.304; pident=28.000
phagehostlearn_2024_phage_K62PH164C2|prodigal_00075	phrog_24159	tail fiber protein	1	519	2.318E-24	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=109; qcov=0.819; tcov=0.550; pident=26.400
phagehostlearn_2024_phage_K62PH164C2|prodigal_00075	phrog_5481	tail fiber protein	1	629	1.941E-19	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=93; qcov=0.992; tcov=0.962; pident=19.900
phagehostlearn_2024_phage_K63PH128|prodigal_00038	phrog_17640	tail fiber protein	165	254	1.075E-20	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=98; qcov=0.102; tcov=0.571; pident=45.500
phagehostlearn_2024_phage_K63PH128|prodigal_00038	phrog_24159	tail fiber protein	1	158	2.700E-74	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=270; qcov=0.179; tcov=0.163; pident=90.500
phagehostlearn_2024_phage_K63PH128|prodigal_00038	phrog_5481	tail fiber protein	1	170	1.032E-51	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=199; qcov=0.193; tcov=0.325; pident=47.900
phagehostlearn_2024_phage_K63PH128|prodigal_00038	phrog_9532	tail fiber protein	184	285	5.883E-18	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=89; qcov=0.116; tcov=0.136; pident=44.600
phagehostlearn_2024_phage_K63PH128|prodigal_00039	phrog_31	central tail fiber J	8	862	2.354E-164	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=552; qcov=0.693; tcov=0.575; pident=12.800
phagehostlearn_2024_phage_K65PH164|prodigal_00029	phrog_1002	tail fiber chaperone	4	77	8.714E-14	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=64; qcov=0.961; tcov=0.860; pident=29.700
phagehostlearn_2024_phage_K65PH164|prodigal_00041	phrog_967	baseplate wedge tail fiber protein connector	1	300	1.087E-79	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=266; qcov=0.990; tcov=1.000; pident=20.600
phagehostlearn_2024_phage_K65PH164|prodigal_00044	phrog_972	tail fiber protein proximal subunit	52	249	2.195E-22	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=101; qcov=0.442; tcov=0.305; pident=31.300
phagehostlearn_2024_phage_K65PH164|prodigal_00097	phrog_10657	tail fiber protein	11	101	3.510E-10	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=55; qcov=0.892; tcov=0.581; pident=33.000
phagehostlearn_2024_phage_K65PH164|prodigal_00109	phrog_562	RNA ligase and tail fiber protein attachment catalyst	4	377	8.385E-103	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=337; qcov=0.977; tcov=0.972; pident=20.800
phagehostlearn_2024_phage_K65PH164|prodigal_00131	phrog_972	tail fiber protein proximal subunit	604	1279	3.148E-177	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=592; qcov=0.528; tcov=0.999; pident=31.900
phagehostlearn_2024_phage_K65PH164|prodigal_00132	phrog_1154	long tail fiber protein proximal connector	6	375	6.232E-114	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=369; qcov=0.979; tcov=0.989; pident=27.300
phagehostlearn_2024_phage_K65PH164|prodigal_00132	phrog_19648	long tail fiber protein proximal connector	117	375	1.336E-33	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=134; qcov=0.685; tcov=0.948; pident=30.500
phagehostlearn_2024_phage_K65PH164|prodigal_00133	phrog_11011	long tail fiber protein distal subunit	1	44	7.704E-10	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=58; qcov=0.205; tcov=0.031; pident=43.100
