system	type	sample	genome_id	host_genome_id	subtype	gene_count	genes	contig	start	end	evidence_source	notes
29_length=59075_depth=1.23x_AbiE_7	AbiE	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	AbiE	2	29_length=59075_depth=1.23x_25,29_length=59075_depth=1.23x_26	29_length=59075_depth=1.23x	29_length=59075_depth=1.23x_25	29_length=59075_depth=1.23x_26	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
21_length=92777_depth=0.99x_AbiU_8	AbiU	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	AbiU	1	21_length=92777_depth=0.99x_14	21_length=92777_depth=0.99x	21_length=92777_depth=0.99x_14	21_length=92777_depth=0.99x_14	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
35_length=43855_depth=1.40x_DS-24_4	DS-24	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	DS-24	1	35_length=43855_depth=1.40x_19	35_length=43855_depth=1.40x	35_length=43855_depth=1.40x_19	35_length=43855_depth=1.40x_19	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
19_length=95805_depth=1.23x_DS-32_5	DS-32	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	DS-32	2	19_length=95805_depth=1.23x_73,19_length=95805_depth=1.23x_74	19_length=95805_depth=1.23x	19_length=95805_depth=1.23x_73	19_length=95805_depth=1.23x_74	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
21_length=92777_depth=0.99x_DS-34_9	DS-34	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	DS-34	2	21_length=92777_depth=0.99x_1,21_length=92777_depth=0.99x_2	21_length=92777_depth=0.99x	21_length=92777_depth=0.99x_1	21_length=92777_depth=0.99x_2	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=269677_depth=1.10x_GAPS1_1	GAPS1	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	GAPS1	1	5_length=269677_depth=1.10x_5	5_length=269677_depth=1.10x	5_length=269677_depth=1.10x_5	5_length=269677_depth=1.10x_5	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
33_length=48019_depth=1.52x_Other_Type_IV_6	Other_Type_IV	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	Other_Type_IV	1	33_length=48019_depth=1.52x_40	33_length=48019_depth=1.52x	33_length=48019_depth=1.52x_40	33_length=48019_depth=1.52x_40	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=269677_depth=1.10x_PD-T7-1_2	PD-T7-1	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	PD-T7-1	1	5_length=269677_depth=1.10x_1	5_length=269677_depth=1.10x	5_length=269677_depth=1.10x_1	5_length=269677_depth=1.10x_1	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
33_length=48019_depth=1.52x_N6_RM_Type_I_11	RM_Type_I	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	N6_RM_Type_I	3	33_length=48019_depth=1.52x_10,33_length=48019_depth=1.52x_11,33_length=48019_depth=1.52x_12	33_length=48019_depth=1.52x	33_length=48019_depth=1.52x_10	33_length=48019_depth=1.52x_12	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
35_length=43855_depth=1.40x_N6_N4_RM_Type_III_12	RM_Type_III	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	N6_N4_RM_Type_III	2	35_length=43855_depth=1.40x_7,35_length=43855_depth=1.40x_8	35_length=43855_depth=1.40x	35_length=43855_depth=1.40x_7	35_length=43855_depth=1.40x_8	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
3_length=285732_depth=1.07x_SDIC3_3	SDIC3	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	SDIC3	3	3_length=285732_depth=1.07x_221,3_length=285732_depth=1.07x_222,3_length=285732_depth=1.07x_223	3_length=285732_depth=1.07x	3_length=285732_depth=1.07x_221	3_length=285732_depth=1.07x_223	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
2_length=293219_depth=1.24x_Thoeris_II_10	Thoeris	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	phagehostlearn_2024_host_HLF1_40	Thoeris_II	2	2_length=293219_depth=1.24x_3,2_length=293219_depth=1.24x_4	2_length=293219_depth=1.24x	2_length=293219_depth=1.24x_3	2_length=293219_depth=1.24x_4	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
15_length=123341_depth=1.24x_AbiE_6	AbiE	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	AbiE	2	15_length=123341_depth=1.24x_25,15_length=123341_depth=1.24x_26	15_length=123341_depth=1.24x	15_length=123341_depth=1.24x_25	15_length=123341_depth=1.24x_26	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
39_length=31288_depth=1.34x_Dpd_1	Dpd	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	Dpd	12	39_length=31288_depth=1.34x_3,39_length=31288_depth=1.34x_4,39_length=31288_depth=1.34x_5,39_length=31288_depth=1.34x_6,39_length=31288_depth=1.34x_7,39_length=31288_depth=1.34x_8,39_length=31288_depth=1.34x_9,39_length=31288_depth=1.34x_10,39_length=31288_depth=1.34x_12,39_length=31288_depth=1.34x_13,39_length=31288_depth=1.34x_14,39_length=31288_depth=1.34x_15	39_length=31288_depth=1.34x	39_length=31288_depth=1.34x_3	39_length=31288_depth=1.34x_15	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
14_length=155156_depth=1.09x_Lamassu_Cap4_3	Lamassu-Fam	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	Lamassu_Cap4	2	14_length=155156_depth=1.09x_1,14_length=155156_depth=1.09x_2	14_length=155156_depth=1.09x	14_length=155156_depth=1.09x_1	14_length=155156_depth=1.09x_2	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
11_length=167693_depth=1.05x_Metis_II_2	Metis	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	Metis_II	2	11_length=167693_depth=1.05x_31,11_length=167693_depth=1.05x_32	11_length=167693_depth=1.05x	11_length=167693_depth=1.05x_31	11_length=167693_depth=1.05x_32	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
1_length=414064_depth=1.00x_PD-T4-3_4	PD-T4-3	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	PD-T4-3	1	1_length=414064_depth=1.00x_300	1_length=414064_depth=1.00x	1_length=414064_depth=1.00x_300	1_length=414064_depth=1.00x_300	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
53_length=6727_depth=0.67x_DNA_met_RM_Type_II_PDDEXK_7	RM_Type_II	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	DNA_met_RM_Type_II_PDDEXK	2	53_length=6727_depth=0.67x_6,53_length=6727_depth=0.67x_7	53_length=6727_depth=0.67x	53_length=6727_depth=0.67x_6	53_length=6727_depth=0.67x_7	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
2_length=408327_depth=0.86x_Rugutis_5	Rugutis	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	phagehostlearn_2024_host_HLF1_54	Rugutis	1	2_length=408327_depth=0.86x_388	2_length=408327_depth=0.86x	2_length=408327_depth=0.86x_388	2_length=408327_depth=0.86x_388	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
46_length=31552_depth=0.69x_6A_MBL_6	6A_MBL	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	6A_MBL	2	46_length=31552_depth=0.69x_5,46_length=31552_depth=0.69x_6	46_length=31552_depth=0.69x	46_length=31552_depth=0.69x_5	46_length=31552_depth=0.69x_6	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
24_length=80318_depth=1.13x_AbiE_14	AbiE	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	AbiE	2	24_length=80318_depth=1.13x_32,24_length=80318_depth=1.13x_33	24_length=80318_depth=1.13x	24_length=80318_depth=1.13x_32	24_length=80318_depth=1.13x_33	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
6_length=194174_depth=1.04x_Avs4_11	Avs	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	Avs4	1	6_length=194174_depth=1.04x_179	6_length=194174_depth=1.04x	6_length=194174_depth=1.04x_179	6_length=194174_depth=1.04x_179	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
40_length=42335_depth=1.04x_BREX_I_2	BREX	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	BREX_I	6	40_length=42335_depth=1.04x_4,40_length=42335_depth=1.04x_5,40_length=42335_depth=1.04x_8,40_length=42335_depth=1.04x_9,40_length=42335_depth=1.04x_10,40_length=42335_depth=1.04x_11	40_length=42335_depth=1.04x	40_length=42335_depth=1.04x_4	40_length=42335_depth=1.04x_11	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
43_length=36063_depth=0.67x_CBASS_II_TM_9	CBASS	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	CBASS_II_TM	3	43_length=36063_depth=0.67x_6,43_length=36063_depth=0.67x_7,43_length=36063_depth=0.67x_8	43_length=36063_depth=0.67x	43_length=36063_depth=0.67x_6	43_length=36063_depth=0.67x_8	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
61_length=12484_depth=0.88x_CBASS_I_TM_12	CBASS	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	CBASS_I_TM	2	61_length=12484_depth=0.88x_10,61_length=12484_depth=0.88x_11	61_length=12484_depth=0.88x	61_length=12484_depth=0.88x_10	61_length=12484_depth=0.88x_11	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
4_length=205117_depth=0.92x_CAS_Class1-Subtype-I-E_17	Cas	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	CAS_Class1-Subtype-I-E	8	4_length=205117_depth=0.92x_145,4_length=205117_depth=0.92x_146,4_length=205117_depth=0.92x_147,4_length=205117_depth=0.92x_148,4_length=205117_depth=0.92x_149,4_length=205117_depth=0.92x_150,4_length=205117_depth=0.92x_151,4_length=205117_depth=0.92x_152	4_length=205117_depth=0.92x	4_length=205117_depth=0.92x_145	4_length=205117_depth=0.92x_152	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
40_length=42335_depth=1.04x_ENDPaCF1_3	ENDPaCF1	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	ENDPaCF1	1	40_length=42335_depth=1.04x_3	40_length=42335_depth=1.04x	40_length=42335_depth=1.04x_3	40_length=42335_depth=1.04x_3	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
40_length=42335_depth=1.04x_Mokosh_TypeII_4	Mokosh	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	Mokosh_TypeII	1	40_length=42335_depth=1.04x_12	40_length=42335_depth=1.04x	40_length=42335_depth=1.04x_12	40_length=42335_depth=1.04x_12	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
19_length=107785_depth=1.12x_Other_Type_IV_13	Other_Type_IV	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	Other_Type_IV	1	19_length=107785_depth=1.12x_4	19_length=107785_depth=1.12x	19_length=107785_depth=1.12x_4	19_length=107785_depth=1.12x_4	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
64_length=8696_depth=0.96x_PD-T4-1_15	PD-T4-1	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	PD-T4-1	1	64_length=8696_depth=0.96x_10	64_length=8696_depth=0.96x	64_length=8696_depth=0.96x_10	64_length=8696_depth=0.96x_10	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
89_length=1501_depth=0.74x_PhiR55.1_YafOM_7	PhiR55.1_YafOM	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	PhiR55.1_YafOM	2	89_length=1501_depth=0.74x_1,89_length=1501_depth=0.74x_2	89_length=1501_depth=0.74x	89_length=1501_depth=0.74x_1	89_length=1501_depth=0.74x_2	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
38_length=44438_depth=1.01x_N6_RM_Type_I_16	RM_Type_I	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	N6_RM_Type_I	2	38_length=44438_depth=1.01x_41,38_length=44438_depth=1.01x_42	38_length=44438_depth=1.01x	38_length=44438_depth=1.01x_41	38_length=44438_depth=1.01x_42	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
40_length=42335_depth=1.04x_SDIC4_5	SDIC4	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	SDIC4	2	40_length=42335_depth=1.04x_26,40_length=42335_depth=1.04x_27	40_length=42335_depth=1.04x	40_length=42335_depth=1.04x_26	40_length=42335_depth=1.04x_27	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
16_length=109726_depth=1.08x_Septu_8	Septu	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	phagehostlearn_2024_host_HLF1_68	Septu	2	16_length=109726_depth=1.08x_2,16_length=109726_depth=1.08x_3	16_length=109726_depth=1.08x	16_length=109726_depth=1.08x_2	16_length=109726_depth=1.08x_3	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
3_length=390565_depth=1.22x_AbiE_6	AbiE	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	AbiE	2	3_length=390565_depth=1.22x_87,3_length=390565_depth=1.22x_88	3_length=390565_depth=1.22x	3_length=390565_depth=1.22x_87	3_length=390565_depth=1.22x_88	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
13_length=163476_depth=0.96x_Avs2_7	Avs	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	Avs2	1	13_length=163476_depth=0.96x_7	13_length=163476_depth=0.96x	13_length=163476_depth=0.96x_7	13_length=163476_depth=0.96x_7	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
1_length=735752_depth=0.96x_CAS_Class1-Subtype-I-E_10	Cas	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	CAS_Class1-Subtype-I-E	8	1_length=735752_depth=0.96x_386,1_length=735752_depth=0.96x_387,1_length=735752_depth=0.96x_388,1_length=735752_depth=0.96x_389,1_length=735752_depth=0.96x_390,1_length=735752_depth=0.96x_391,1_length=735752_depth=0.96x_392,1_length=735752_depth=0.96x_394	1_length=735752_depth=0.96x	1_length=735752_depth=0.96x_386	1_length=735752_depth=0.96x_394	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=243591_depth=1.08x_DS-33_1	DS-33	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	DS-33	1	5_length=243591_depth=1.08x_199	5_length=243591_depth=1.08x	5_length=243591_depth=1.08x_199	5_length=243591_depth=1.08x_199	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
27_length=37453_depth=1.25x_Dpd_4	Dpd	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	Dpd	12	27_length=37453_depth=1.25x_2,27_length=37453_depth=1.25x_3,27_length=37453_depth=1.25x_4,27_length=37453_depth=1.25x_5,27_length=37453_depth=1.25x_6,27_length=37453_depth=1.25x_7,27_length=37453_depth=1.25x_8,27_length=37453_depth=1.25x_9,27_length=37453_depth=1.25x_10,27_length=37453_depth=1.25x_11,27_length=37453_depth=1.25x_12,27_length=37453_depth=1.25x_13	27_length=37453_depth=1.25x	27_length=37453_depth=1.25x_2	27_length=37453_depth=1.25x_13	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
27_length=37453_depth=1.25x_Other_Type_IV_5	Other_Type_IV	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	Other_Type_IV	1	27_length=37453_depth=1.25x_24	27_length=37453_depth=1.25x	27_length=37453_depth=1.25x_24	27_length=37453_depth=1.25x_24	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
2_length=571497_depth=1.00x_PD-T4-3_3	PD-T4-3	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	PD-T4-3	1	2_length=571497_depth=1.00x_299	2_length=571497_depth=1.00x	2_length=571497_depth=1.00x_299	2_length=571497_depth=1.00x_299	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
13_length=163476_depth=0.96x_Resolvase_Schlafen_8	Resolvase_Schlafen	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	Resolvase_Schlafen	1	13_length=163476_depth=0.96x_4	13_length=163476_depth=0.96x	13_length=163476_depth=0.96x_4	13_length=163476_depth=0.96x_4	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
5_length=243591_depth=1.08x_RosmerTA_2	RosmerTA	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	phagehostlearn_2024_host_KP_HGE01_003	RosmerTA	2	5_length=243591_depth=1.08x_178,5_length=243591_depth=1.08x_179	5_length=243591_depth=1.08x	5_length=243591_depth=1.08x_178	5_length=243591_depth=1.08x_179	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
